video_timestamp,gold,minions,Q,W,E,R,frame_path
00:02:06.3,0129,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3612
00:02:07.3,0131,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3640
00:02:08.4,0133,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3668
00:02:09.4,0136,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3696
00:02:10.3,0137,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3724
00:02:11.3,0139,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3752
00:02:12.3,0141,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3780
00:02:13.3,0143,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3808
00:02:14.3,0145,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3836
00:02:15.3,0147,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3864
00:02:16.2,0149,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3892
00:02:17.2,0151,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3920
00:02:18.1,0153,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3948
00:02:19.1,0155,003,Ready,Ready,Ready,Ready,extracted_frames\frame_3976
00:02:20.1,0157,003,Ready,Ready,08,Ready,extracted_frames\frame_4004
00:02:21.1,0173,004,Ready,Ready,Ready,Ready,extracted_frames\frame_4032
00:02:22.0,0203,006,Ready,Ready,Ready,Ready,extracted_frames\frame_4060
00:02:23.0,0219,007,Ready,Ready,CD,Ready,extracted_frames\frame_4088
00:02:24.0,0222,007,Ready,Ready,CD,Ready,extracted_frames\frame_4116
00:02:24.9,0224,007,Ready,Ready,CD,Ready,extracted_frames\frame_4144
00:02:26.0,0226,007,Ready,Ready,6,Ready,extracted_frames\frame_4172
00:02:27.0,0228,007,Ready,Ready,4,Ready,extracted_frames\frame_4200
00:02:28.0,0230,007,Ready,Ready,CD,Ready,extracted_frames\frame_4228
00:02:29.0,0232,007,Ready,Ready,CD,Ready,extracted_frames\frame_4256
00:02:29.9,0234,007,Ready,Ready,Ready,Ready,extracted_frames\frame_4284
00:02:30.9,0235,007,Ready,Ready,Ready,Ready,extracted_frames\frame_4312
00:02:31.9,0237,007,Ready,Ready,Ready,Ready,extracted_frames\frame_4340
00:02:32.9,0239,007,Ready,Ready,Ready,Ready,extracted_frames\frame_4368
00:02:33.8,0241,007,Ready,Ready,Ready,Ready,extracted_frames\frame_4396
00:02:34.8,0264,008,CD,Ready,05,Ready,extracted_frames\frame_4424
00:02:35.9,0266,008,7,Ready,Ready,Ready,extracted_frames\frame_4452
00:02:36.9,0268,008,CD,Ready,Ready,Ready,extracted_frames\frame_4480
00:02:37.9,0292,009,CD,Ready,CD,Ready,extracted_frames\frame_4508
00:02:38.9,0294,009,CD,CD,CD,Ready,extracted_frames\frame_4536
00:02:39.8,0295,009,CD,CD,CD,Ready,extracted_frames\frame_4564
00:02:40.8,0297,009,Ready,CD,CD,Ready,extracted_frames\frame_4592
00:02:41.8,0299,009,Ready,CD,CD,Ready,extracted_frames\frame_4620
00:02:42.8,0301,009,Ready,CD,CD,Ready,extracted_frames\frame_4648
00:02:43.8,0303,009,Ready,CD,CD,Ready,extracted_frames\frame_4676
00:02:44.8,0305,009,Ready,CD,Ready,Ready,extracted_frames\frame_4704
00:02:45.7,0307,009,Ready,CD,Ready,Ready,extracted_frames\frame_4732
00:02:46.7,0309,009,Ready,CD,Ready,Ready,extracted_frames\frame_4760
00:02:47.7,0311,009,CD,CD,CD,Ready,extracted_frames\frame_4788
00:02:48.7,0313,009,CD,CD,Ready,Ready,extracted_frames\frame_4816
00:02:49.7,0330,010,6,22,Ready,Ready,extracted_frames\frame_4844
00:02:50.8,0360,012,CD,CD,CD,Ready,extracted_frames\frame_4872
00:02:51.7,0362,012,CD,20,CD,Ready,extracted_frames\frame_4900
00:02:52.7,0364,012,CD,2,CD,Ready,extracted_frames\frame_4928
00:02:53.7,0366,012,CD,CD,CD,Ready,extracted_frames\frame_4956
00:02:54.7,0368,012,Ready,CD,4,Ready,extracted_frames\frame_4984
00:02:55.7,0370,012,Ready,18,CD,Ready,extracted_frames\frame_5012
00:02:56.7,0371,012,Ready,1,CD,Ready,extracted_frames\frame_5040
00:02:57.7,0674,012,Ready,1,CD,Ready,extracted_frames\frame_5068
00:02:58.6,0696,012,CD,CD,Ready,Ready,extracted_frames\frame_5096
00:02:59.6,0698,012,CD,CD,Ready,Ready,extracted_frames\frame_5124
