match_id,timestamp,player_champion,opponent_champion,total_cs,opponent_total_cs,cs_per_min,gold_diff,first_10_min_cs,opponent_first_10_min_cs,win,player_cs_timeline,opponent_cs_timeline
EUW1_7341414950,2025-03-19T16:34:26.787000,Poppy,Irelia,121,163,6.785046728971963,-4520,57,88,False,"0,0,2,9,15,19,26,31,39,47,57,70,77,84,88","0,0,4,15,21,40,50,63,71,74,88,93,105,113,126"
EUW1_7336636713,2025-03-14T21:40:45.395000,Irelia,Yorick,299,154,10.152801358234296,11224,90,60,True,"0,0,3,13,24,33,48,61,65,78,90,103,108,121,131","0,0,5,15,16,24,27,34,40,52,60,68,78,83,92"
EUW1_7336636713,2025-03-14T21:40:45.395000,Yorick,Irelia,154,299,5.229202037351444,-11224,60,90,False,"0,0,5,15,16,24,27,34,40,52,60,68,78,83,92","0,0,3,13,24,33,48,61,65,78,90,103,108,121,131"
EUW1_7336306468,2025-03-14T16:48:43.883000,Shen,Irelia,100,169,5.0761421319796955,-4042,61,81,False,"0,0,3,14,17,22,35,40,51,52,61,64,71,80,88","0,0,4,9,24,28,36,46,53,70,81,93,100,105,112"
EUW1_7336306468,2025-03-14T16:48:43.883000,Irelia,Shen,169,100,8.578680203045685,4042,81,61,True,"0,0,4,9,24,28,36,46,53,70,81,93,100,105,112","0,0,3,14,17,22,35,40,51,52,61,64,71,80,88"
EUW1_7333341946,2025-03-11T15:29:05.731000,Irelia,Garen,285,249,7.289002557544757,-146,73,68,True,"0,0,3,16,22,30,43,43,54,66,73,87,92,99,113","0,0,2,10,18,28,33,47,55,60,68,70,72,80,90"
EUW1_7333341946,2025-03-11T15:29:05.731000,Garen,Irelia,249,285,6.368286445012788,146,68,73,False,"0,0,2,10,18,28,33,47,55,60,68,70,72,80,90","0,0,3,16,22,30,43,43,54,66,73,87,92,99,113"
EUW1_7332625879,2025-03-10T19:52:45.620000,Irelia,Jayce,272,262,6.986301369863014,4833,74,63,True,"0,0,0,12,21,33,38,50,60,67,74,74,88,103,107","0,0,0,5,19,26,34,41,46,59,63,64,76,79,88"
EUW1_7332625879,2025-03-10T19:52:45.620000,Jayce,Irelia,262,272,6.729452054794521,-4833,63,74,False,"0,0,0,5,19,26,34,41,46,59,63,64,76,79,88","0,0,0,12,21,33,38,50,60,67,74,74,88,103,107"
EUW1_7313211214,2025-02-20T18:43:07.096000,Udyr,Fiora,185,294,4.566022213081037,-7191,44,83,True,"0,0,1,10,18,21,30,33,36,42,44,44,51,57,57","0,0,4,14,27,32,42,55,68,71,83,93,100,112,116"
EUW1_7313211214,2025-02-20T18:43:07.096000,Fiora,Udyr,294,185,7.25627313862608,7191,83,44,False,"0,0,4,14,27,32,42,55,68,71,83,93,100,112,116","0,0,1,10,18,21,30,33,36,42,44,44,51,57,57"
EUW1_7302174607,2025-02-10T22:36:08.062000,Camille,Ornn,131,104,7.380281690140845,786,60,58,True,"0,0,3,13,17,26,34,38,48,51,60,69,76,82,94","0,0,3,11,14,26,35,41,42,48,58,71,77,86,92"
EUW1_7302174607,2025-02-10T22:36:08.062000,Ornn,Camille,104,131,5.859154929577465,-786,58,60,False,"0,0,3,11,14,26,35,41,42,48,58,71,77,86,92","0,0,3,13,17,26,34,38,48,51,60,69,76,82,94"
EUW1_7300973192,2025-02-09T21:48:23.554000,DrMundo,Warwick,244,246,6.594594594594595,545,69,75,True,"0,0,3,13,22,28,42,47,53,59,69,75,77,84,87","0,0,3,14,20,34,40,49,55,64,75,78,90,92,100"
EUW1_7300973192,2025-02-09T21:48:23.554000,Warwick,DrMundo,246,244,6.648648648648648,-545,75,69,False,"0,0,3,14,20,34,40,49,55,64,75,78,90,92,100","0,0,3,13,22,28,42,47,53,59,69,75,77,84,87"
EUW1_7300882778,2025-02-09T20:55:14.642000,Ornn,Aatrox,187,231,4.112903225806451,-3975,54,63,True,"0,0,2,10,14,20,28,37,41,46,54,55,65,69,73","0,0,5,14,23,28,31,42,49,52,63,76,77,89,100"
EUW1_7300882778,2025-02-09T20:55:14.642000,Aatrox,Ornn,231,187,5.080645161290322,3975,63,54,False,"0,0,5,14,23,28,31,42,49,52,63,76,77,89,100","0,0,2,10,14,20,28,37,41,46,54,55,65,69,73"
EUW1_7300805514,2025-02-09T20:08:16.298000,Aurora,Ornn,203,223,5.252263906856403,594,77,71,False,"0,0,5,17,25,32,36,48,58,70,77,83,90,99,111","0,0,2,14,23,28,40,44,55,61,71,79,83,89,95"
EUW1_7300805514,2025-02-09T20:08:16.298000,Ornn,Aurora,223,203,5.769728331177232,-594,71,77,True,"0,0,2,14,23,28,40,44,55,61,71,79,83,89,95","0,0,5,17,25,32,36,48,58,70,77,83,90,99,111"
EUW1_7294614950,2025-02-04T19:03:55.452000,Jax,Malphite,163,195,5.4789915966386555,-5459,55,61,False,"0,0,1,9,17,26,27,30,40,45,55,58,68,79,80","0,0,4,11,17,27,35,42,47,57,61,73,73,76,81"
EUW1_7294614950,2025-02-04T19:03:55.452000,Malphite,Jax,195,163,6.554621848739496,5459,61,55,True,"0,0,4,11,17,27,35,42,47,57,61,73,73,76,81","0,0,1,9,17,26,27,30,40,45,55,58,68,79,80"
EUW1_7294571779,2025-02-04T18:30:51.229000,Riven,Ornn,201,182,7.805825242718447,1742,80,71,True,"0,0,5,14,22,32,36,52,62,68,80,88,99,118,125","0,0,4,12,19,24,33,39,50,62,71,77,84,95,108"
EUW1_7294571779,2025-02-04T18:30:51.229000,Ornn,Riven,182,201,7.067961165048544,-1742,71,80,False,"0,0,4,12,19,24,33,39,50,62,71,77,84,95,108","0,0,5,14,22,32,36,52,62,68,80,88,99,118,125"
EUW1_7294408654,2025-02-04T16:11:45.182000,Garen,KSante,252,224,7.870900572618428,1932,85,68,False,"0,0,5,15,24,32,41,52,61,66,85,89,93,109,116","0,0,3,8,15,25,30,38,49,56,68,77,90,101,114"
EUW1_7294408654,2025-02-04T16:11:45.182000,KSante,Garen,224,252,6.996356064549714,-1932,68,85,True,"0,0,3,8,15,25,30,38,49,56,68,77,90,101,114","0,0,5,15,24,32,41,52,61,66,85,89,93,109,116"
EUW1_7294260059,2025-02-04T13:25:00.216000,Sett,Ornn,217,194,7.1973466003316755,-1984,72,67,False,"0,0,3,15,26,30,41,51,61,70,73,85,92,100,107","0,0,4,13,24,32,43,44,54,63,67,78,83,94,104"
EUW1_7294260059,2025-02-04T13:25:00.216000,Ornn,Sett,194,217,6.434494195688226,1984,67,72,True,"0,0,4,13,24,32,43,44,54,63,67,78,83,94,104","0,0,3,15,26,30,41,51,61,70,73,85,92,100,107"
EUW1_7293575508,2025-02-03T20:10:14.041000,Garen,Sion,178,159,6.592592592592593,217,65,68,False,"0,0,3,8,16,20,33,38,48,62,65,71,77,87,95","0,0,3,14,17,30,37,43,50,60,68,79,85,89,97"
EUW1_7293575508,2025-02-03T20:10:14.041000,Sion,Garen,159,178,5.888888888888889,-217,68,65,True,"0,0,3,14,17,30,37,43,50,60,68,79,85,89,97","0,0,3,8,16,20,33,38,48,62,65,71,77,87,95"
EUW1_7293506014,2025-02-03T19:27:30.032000,DrMundo,Illaoi,176,229,5.07936507936508,-2717,55,72,False,"0,0,2,12,15,26,26,33,41,49,55,60,62,70,77","0,0,5,13,24,33,39,51,56,64,72,87,87,97,108"
EUW1_7293506014,2025-02-03T19:27:30.032000,Illaoi,DrMundo,229,176,6.608946608946609,2717,72,55,True,"0,0,5,13,24,33,39,51,56,64,72,87,87,97,108","0,0,2,12,15,26,26,33,41,49,55,60,62,70,77"
EUW1_7293458699,2025-02-03T18:53:33.384000,Sett,Jax,192,213,6.990291262135923,-1280,78,71,False,"0,0,4,5,14,25,35,49,59,65,78,83,97,100,113","0,0,2,12,21,28,37,44,53,61,71,83,87,97,107"
EUW1_7293458699,2025-02-03T18:53:33.384000,Jax,Sett,213,192,7.7548543689320395,1280,71,78,True,"0,0,2,12,21,28,37,44,53,61,71,83,87,97,107","0,0,4,5,14,25,35,49,59,65,78,83,97,100,113"
EUW1_7293255659,2025-02-03T16:04:36.466000,Ornn,TahmKench,124,92,7.839831401475237,2567,86,68,True,"0,0,4,15,23,34,40,52,63,74,86,96,103,107,120","0,0,3,12,18,19,30,39,43,56,68,75,83,87,89"
EUW1_7293255659,2025-02-03T16:04:36.466000,TahmKench,Ornn,92,124,5.816649104320337,-2567,68,86,False,"0,0,3,12,18,19,30,39,43,56,68,75,83,87,89","0,0,4,15,23,34,40,52,63,74,86,96,103,107,120"
EUW1_7291076826,2025-02-01T21:03:07.070000,Ambessa,Gwen,181,225,6.514697060587882,-3544,43,76,False,"0,0,3,9,15,17,28,31,34,35,43,45,52,57,67","0,0,3,15,19,34,43,55,57,62,76,80,87,90,98"
EUW1_7291076826,2025-02-01T21:03:07.070000,Gwen,Ambessa,225,181,8.098380323935212,3544,76,43,True,"0,0,3,15,19,34,43,55,57,62,76,80,87,90,98","0,0,3,9,15,17,28,31,34,35,43,45,52,57,67"
EUW1_7291042370,2025-02-01T20:43:22.439000,Yone,Darius,108,89,7.526132404181185,-1475,71,64,False,"0,0,6,13,20,21,32,40,52,58,71,78,86,98,108","0,0,2,13,19,26,32,41,47,55,64,73,81,82,89"
EUW1_7291042370,2025-02-01T20:43:22.439000,Darius,Yone,89,108,6.202090592334495,1475,64,71,True,"0,0,2,13,19,26,32,41,47,55,64,73,81,82,89","0,0,6,13,20,21,32,40,52,58,71,78,86,98,108"
EUW1_7290976360,2025-02-01T19:55:35.254000,Tryndamere,Yorick,286,305,7.061728395061729,-953,84,56,True,"0,0,4,13,21,32,41,52,58,70,84,91,102,121,125","0,0,1,9,19,22,29,32,41,51,56,63,78,91,99"
EUW1_7290976360,2025-02-01T19:55:35.254000,Yorick,Tryndamere,305,286,7.530864197530864,953,56,84,False,"0,0,1,9,19,22,29,32,41,51,56,63,78,91,99","0,0,4,13,21,32,41,52,58,70,84,91,102,121,125"
EUW1_6487044899,2023-07-07T14:40:57.550000,Kayle,Darius,368,283,9.215358931552588,5725,60,71,True,"0,0,2,7,15,23,25,32,37,49,60,60,70,81,93","0,0,0,13,19,30,38,44,51,64,71,76,85,95,106"
EUW1_6487044899,2023-07-07T14:40:57.550000,Darius,Kayle,283,368,7.086811352253757,-5725,71,60,False,"0,0,0,13,19,30,38,44,51,64,71,76,85,95,106","0,0,2,7,15,23,25,32,37,49,60,60,70,81,93"
EUW1_6470706614,2023-06-26T21:17:13.666000,Gnar,Malphite,214,184,5.181598062953996,108,80,48,False,"0,0,3,14,21,33,38,51,63,73,80,91,96,101,113","0,0,1,10,19,20,30,38,39,44,48,50,57,57,59"
EUW1_6470706614,2023-06-26T21:17:13.666000,Malphite,Gnar,184,214,4.455205811138015,-108,48,80,True,"0,0,1,10,19,20,30,38,39,44,48,50,57,57,59","0,0,3,14,21,33,38,51,63,73,80,91,96,101,113"
EUW1_6470623816,2023-06-26T20:36:55.039000,Zeri,Malphite,291,246,8.083333333333334,2628,83,78,True,"0,0,3,16,29,42,48,55,63,73,83,90,95,100,106","0,0,3,17,29,35,44,52,54,66,78,92,104,110,121"
EUW1_6470623816,2023-06-26T20:36:55.039000,Malphite,Zeri,246,291,6.833333333333333,-2628,78,83,False,"0,0,3,17,29,35,44,52,54,66,78,92,104,110,121","0,0,3,16,29,42,48,55,63,73,83,90,95,100,106"
EUW1_6467744221,2023-06-24T22:40:42.455000,Irelia,KSante,211,159,7.631103074141049,3551,73,62,True,"0,0,3,9,24,30,43,43,56,63,73,80,95,103,109","0,0,3,15,18,30,31,41,44,57,62,72,76,84,90"
EUW1_6467744221,2023-06-24T22:40:42.455000,KSante,Irelia,159,211,5.750452079566004,-3551,62,73,False,"0,0,3,15,18,30,31,41,44,57,62,72,76,84,90","0,0,3,9,24,30,43,43,56,63,73,80,95,103,109"
EUW1_6466289681,2023-06-23T22:41:15.237000,Kayle,Malphite,184,154,7.215686274509804,2841,50,66,True,"0,0,2,7,14,18,24,28,35,45,50,62,72,81,93","0,0,3,13,13,19,31,41,48,55,66,73,83,89,95"
EUW1_6466289681,2023-06-23T22:41:15.237000,Malphite,Kayle,154,184,6.03921568627451,-2841,66,50,False,"0,0,3,13,13,19,31,41,48,55,66,73,83,89,95","0,0,2,7,14,18,24,28,35,45,50,62,72,81,93"
EUW1_7376764743,2025-04-21T20:55:56.511000,DrMundo,Irelia,146,167,5.437616387337058,-1811,48,75,False,"0,0,3,8,17,22,25,33,33,45,48,60,69,75,87","0,0,3,17,28,39,45,55,65,71,75,76,88,100,109"
EUW1_7376764743,2025-04-21T20:55:56.511000,Irelia,DrMundo,167,146,6.219739292364991,1811,75,48,True,"0,0,3,17,28,39,45,55,65,71,75,76,88,100,109","0,0,3,8,17,22,25,33,33,45,48,60,69,75,87"
EUW1_7376719374,2025-04-21T20:28:55.210000,Singed,Mordekaiser,161,141,8.421970357454228,3577,82,74,True,"0,0,4,16,22,25,40,52,63,76,82,82,95,99,117","0,0,4,13,18,33,43,48,54,67,74,79,79,95,103"
EUW1_7376719374,2025-04-21T20:28:55.210000,Mordekaiser,Singed,141,161,7.375762859633827,-3577,74,82,False,"0,0,4,13,18,33,43,48,54,67,74,79,79,95,103","0,0,4,16,22,25,40,52,63,76,82,82,95,99,117"
EUW1_7375574908,2025-04-20T21:33:05.016000,Warwick,Ambessa,243,226,5.04149377593361,2784,95,43,True,"0,0,4,15,27,37,52,60,75,82,95,95,101,116,124","0,0,3,9,14,17,27,29,29,39,43,52,52,61,71"
EUW1_7375574908,2025-04-20T21:33:05.016000,Ambessa,Warwick,226,243,4.688796680497925,-2784,43,95,False,"0,0,3,9,14,17,27,29,29,39,43,52,52,61,71","0,0,4,15,27,37,52,60,75,82,95,95,101,116,124"
EUW1_7355977776,2025-04-03T16:21:45.001000,Garen,TahmKench,176,202,6.530612244897959,-5382,70,75,False,"0,0,2,13,21,27,33,45,45,58,70,72,75,75,83","0,0,4,13,22,25,38,47,56,66,75,82,91,97,108"
EUW1_7355977776,2025-04-03T16:21:45.001000,TahmKench,Garen,202,176,7.495361781076067,5382,75,70,True,"0,0,4,13,22,25,38,47,56,66,75,82,91,97,108","0,0,2,13,21,27,33,45,45,58,70,72,75,75,83"
EUW1_7355930141,2025-04-03T15:40:57.704000,Volibear,Yorick,177,176,5.3447408152994464,1951,69,52,True,"0,0,6,15,16,23,32,42,50,57,69,72,76,84,95","0,0,1,11,18,23,24,24,32,43,52,58,60,69,70"
EUW1_7355930141,2025-04-03T15:40:57.704000,Yorick,Volibear,176,177,5.3145445395067945,-1951,52,69,False,"0,0,1,11,18,23,24,24,32,43,52,58,60,69,70","0,0,6,15,16,23,32,42,50,57,69,72,76,84,95"
EUW1_7354826296,2025-04-02T16:45:39.397000,Nasus,Kayle,188,141,6.061257388500806,2380,59,52,True,"0,0,3,11,21,28,34,37,47,51,60,70,73,84,90","0,0,4,12,16,24,29,40,40,45,52,52,57,62,69"
EUW1_7354826296,2025-04-02T16:45:39.397000,Kayle,Nasus,141,188,4.545943041375605,-2380,52,59,False,"0,0,4,12,16,24,29,40,40,45,52,52,57,62,69","0,0,3,11,21,28,34,37,47,51,60,70,73,84,90"
EUW1_7342329889,2025-03-20T15:51:58.927000,Gnar,Olaf,126,174,5.118483412322274,-472,43,76,True,"0,0,1,6,10,18,23,25,30,36,43,53,57,63,76","0,0,5,15,24,31,40,51,60,65,76,87,96,101,111"
EUW1_7342329889,2025-03-20T15:51:58.927000,Olaf,Gnar,174,126,7.068381855111713,472,76,43,False,"0,0,5,15,24,31,40,51,60,65,76,87,96,101,111","0,0,1,6,10,18,23,25,30,36,43,53,57,63,76"
EUW1_7339068522,2025-03-16T23:27:30.130000,Nasus,Sett,216,201,6.757038581856101,2787,65,67,True,"0,0,3,10,13,21,29,36,44,57,65,73,82,88,96","0,0,5,14,21,24,36,41,49,54,67,78,80,86,89"
EUW1_7339068522,2025-03-16T23:27:30.130000,Sett,Nasus,201,216,6.287799791449427,-2787,67,65,False,"0,0,5,14,21,24,36,41,49,54,67,78,80,86,89","0,0,3,10,13,21,29,36,44,57,65,73,82,88,96"
EUW1_7338376546,2025-03-16T14:29:43.459000,Renekton,Mordekaiser,182,116,8.125,6338,86,53,True,"0,0,5,16,20,33,43,54,61,74,86,93,104,112,121","0,0,2,14,20,27,29,33,43,44,53,57,64,70,76"
EUW1_7338376546,2025-03-16T14:29:43.459000,Mordekaiser,Renekton,116,182,5.178571428571429,-6338,53,86,False,"0,0,2,14,20,27,29,33,43,44,53,57,64,70,76","0,0,5,16,20,33,43,54,61,74,86,93,104,112,121"
EUW1_7338260963,2025-03-16T12:30:40.229000,Riven,Yorick,211,184,6.982901268615555,-3574,52,61,False,"0,0,4,15,22,25,34,40,46,49,52,65,70,77,90","0,0,2,9,16,21,24,32,43,55,61,69,81,92,97"
EUW1_7338260963,2025-03-16T12:30:40.229000,Yorick,Riven,184,211,6.089354660783233,3574,61,52,True,"0,0,2,9,16,21,24,32,43,55,61,69,81,92,97","0,0,4,15,22,25,34,40,46,49,52,65,70,77,90"
EUW1_7338205997,2025-03-16T11:18:23.344000,KSante,Garen,204,298,5.828571428571428,-5821,61,70,False,"0,0,3,9,19,26,28,40,45,57,61,66,79,85,96","0,0,1,13,21,26,28,34,49,57,70,78,87,98,109"
EUW1_7338205997,2025-03-16T11:18:23.344000,Garen,KSante,298,204,8.514285714285714,5821,70,61,True,"0,0,1,13,21,26,28,34,49,57,70,78,87,98,109","0,0,3,9,19,26,28,40,45,57,61,66,79,85,96"
EUW1_7337911565,2025-03-15T23:51:56.705000,Sett,Yasuo,141,117,6.060171919770774,3453,68,55,False,"0,0,1,8,18,24,36,44,51,57,68,73,79,90,96","0,0,6,14,23,31,33,41,46,54,55,63,76,82,86"
EUW1_7337911565,2025-03-15T23:51:56.705000,Yasuo,Sett,117,141,5.02865329512894,-3453,55,68,True,"0,0,6,14,23,31,33,41,46,54,55,63,76,82,86","0,0,1,8,18,24,36,44,51,57,68,73,79,90,96"
EUW1_7337856040,2025-03-15T23:10:21.132000,Mordekaiser,Teemo,131,165,3.662628145386766,154,31,70,True,"0,0,4,7,9,11,14,14,17,26,31,38,48,52,58","0,0,2,11,14,27,36,41,54,65,70,79,86,94,98"
EUW1_7337856040,2025-03-15T23:10:21.132000,Teemo,Mordekaiser,165,131,4.613233923578751,-154,70,31,False,"0,0,2,11,14,27,36,41,54,65,70,79,86,94,98","0,0,4,7,9,11,14,14,17,26,31,38,48,52,58"
EUW1_7336830234,2025-03-15T00:07:14.053000,Nasus,Draven,184,218,5.395894428152492,-4182,44,74,False,"0,0,1,4,14,15,25,32,39,42,44,52,53,62,74","0,0,2,11,16,28,39,47,54,62,74,77,79,92,94"
EUW1_7336830234,2025-03-15T00:07:14.053000,Draven,Nasus,218,184,6.392961876832844,4182,74,44,True,"0,0,2,11,16,28,39,47,54,62,74,77,79,92,94","0,0,1,4,14,15,25,32,39,42,44,52,53,62,74"
EUW1_7331788523,2025-03-09T21:30:35.852000,TahmKench,Poppy,203,181,4.497784342688331,1486,64,63,True,"0,1,4,13,24,35,36,48,55,62,65,72,80,87,94","0,0,2,7,17,23,31,35,40,50,63,74,74,81,83"
EUW1_7331788523,2025-03-09T21:30:35.852000,Poppy,TahmKench,181,203,4.010339734121122,-1486,63,64,False,"0,0,2,7,17,23,31,35,40,50,63,74,74,81,83","0,1,4,13,24,35,36,48,55,62,65,72,80,87,94"
EUW1_7331557777,2025-03-09T18:48:03.524000,Irelia,Quinn,282,284,6.1751824817518255,-1658,75,64,False,"0,0,3,12,23,30,38,45,51,64,75,80,89,99,101","0,0,2,11,16,27,31,41,48,57,64,73,78,84,99"
EUW1_7331557777,2025-03-09T18:48:03.524000,Quinn,Irelia,284,282,6.218978102189781,1658,64,75,True,"0,0,2,11,16,27,31,41,48,57,64,73,78,84,99","0,0,3,12,23,30,38,45,51,64,75,80,89,99,101"
EUW1_7330750241,2025-03-08T23:45:12.130000,Gragas,Urgot,184,250,5.23470839260313,-3186,57,66,False,"0,0,0,5,11,13,24,32,34,46,57,58,65,73,83","0,0,4,12,16,30,33,39,46,54,66,67,77,87,99"
EUW1_7330750241,2025-03-08T23:45:12.130000,Urgot,Gragas,250,184,7.112375533428165,3186,66,57,True,"0,0,4,12,16,30,33,39,46,54,66,67,77,87,99","0,0,0,5,11,13,24,32,34,46,57,58,65,73,83"
EUW1_7330240607,2025-03-08T16:33:02.259000,Gnar,Malphite,174,205,4.947867298578199,-4504,76,65,False,"0,0,4,15,25,35,41,50,63,68,76,83,89,95,100","0,0,2,10,20,26,39,47,47,57,65,82,88,90,100"
EUW1_7330240607,2025-03-08T16:33:02.259000,Malphite,Gnar,205,174,5.829383886255925,4504,65,76,True,"0,0,2,10,20,26,39,47,47,57,65,82,88,90,100","0,0,4,15,25,35,41,50,63,68,76,83,89,95,100"
EUW1_7330205262,2025-03-08T16:04:18.972000,Ornn,Riven,159,100,7.687348912167606,3009,86,44,False,"0,0,3,15,25,37,47,60,66,80,86,98,98,111,114","0,0,3,9,15,15,24,33,35,44,44,54,59,59,62"
EUW1_7330205262,2025-03-08T16:04:18.972000,Riven,Ornn,100,159,4.8348106365834,-3009,44,86,True,"0,0,3,9,15,15,24,33,35,44,44,54,59,59,62","0,0,3,15,25,37,47,60,66,80,86,98,98,111,114"
EUW1_7325219818,2025-03-03T17:10:40.353000,Sett,Malphite,212,163,5.273631840796019,1796,59,46,True,"0,0,3,13,24,32,35,42,48,57,59,72,82,91,94","0,0,2,10,17,23,30,33,38,42,46,59,71,81,89"
EUW1_7325219818,2025-03-03T17:10:40.353000,Malphite,Sett,163,212,4.054726368159204,-1796,46,59,False,"0,0,2,10,17,23,30,33,38,42,46,59,71,81,89","0,0,3,13,24,32,35,42,48,57,59,72,82,91,94"
EUW1_7352234105,2025-03-30T18:17:02.920000,Gnar,Hwei,0,0,0.0,0,0,0,False,"0,0,0","0,0,0"
EUW1_7352234105,2025-03-30T18:17:02.920000,Hwei,Gnar,0,0,0.0,0,0,0,True,"0,0,0","0,0,0"
EUW1_7351324168,2025-03-29T19:14:57.873000,Volibear,Nasus,248,287,5.013477088948787,-2843,66,49,True,"0,0,2,15,22,28,31,38,46,54,66,71,79,84,91","0,0,2,7,15,18,25,31,38,44,49,54,66,73,79"
EUW1_7351324168,2025-03-29T19:14:57.873000,Nasus,Volibear,287,248,5.80188679245283,2843,49,66,False,"0,0,2,7,15,18,25,31,38,44,49,54,66,73,79","0,0,2,15,22,28,31,38,46,54,66,71,79,84,91"
EUW1_7351301950,2025-03-29T18:48:43.866000,Pantheon,Warwick,70,108,4.208416833667335,-2594,29,63,False,"0,0,3,7,9,15,17,18,28,29,29,39,43,46,53","0,0,4,12,14,26,35,40,46,55,63,69,75,82,92"
EUW1_7351301950,2025-03-29T18:48:43.866000,Warwick,Pantheon,108,70,6.492985971943888,2594,63,29,True,"0,0,4,12,14,26,35,40,46,55,63,69,75,82,92","0,0,3,7,9,15,17,18,28,29,29,39,43,46,53"
EUW1_7350625893,2025-03-28T23:39:24.500000,Illaoi,Heimerdinger,0,1,0.0,-21,0,1,False,"0,0,0","0,0,1"
EUW1_7350625893,2025-03-28T23:39:24.500000,Heimerdinger,Illaoi,1,0,0.5555555555555556,21,1,0,True,"0,0,1","0,0,0"
EUW1_7345467099,2025-03-23T15:49:00.665000,Malphite,Zac,315,296,6.80835734870317,-3256,51,76,False,"0,0,4,13,13,19,25,34,38,46,51,56,68,76,81","0,0,2,11,21,29,38,48,57,66,76,86,90,99,100"
EUW1_7345467099,2025-03-23T15:49:00.665000,Zac,Malphite,296,315,6.3976945244956775,3256,76,51,True,"0,0,2,11,21,29,38,48,57,66,76,86,90,99,100","0,0,4,13,13,19,25,34,38,46,51,56,68,76,81"
EUW1_7345456837,2025-03-23T15:39:04.572000,Garen,Darius,7,0,3.111111111111111,133,7,0,False,"0,0,4,7","0,0,0,0"
EUW1_7345456837,2025-03-23T15:39:04.572000,Darius,Garen,0,7,0.0,-133,0,7,True,"0,0,0,0","0,0,4,7"
EUW1_7344663325,2025-03-22T20:41:20.134000,Warwick,Darius,159,231,4.99215070643642,-2051,56,68,True,"0,0,2,9,16,29,30,40,43,52,56,60,75,81,92","0,0,4,14,25,31,41,47,56,60,68,79,90,100,106"
EUW1_7344663325,2025-03-22T20:41:20.134000,Darius,Warwick,231,159,7.252747252747253,2051,68,56,False,"0,0,4,14,25,31,41,47,56,60,68,79,90,100,106","0,0,2,9,16,29,30,40,43,52,56,60,75,81,92"
EUW1_7344625442,2025-03-22T20:07:49.299000,Malphite,Urgot,174,212,6.232835820895522,-2,72,89,True,"0,0,3,13,22,29,34,46,54,65,72,76,87,93,103","0,0,4,17,30,35,45,58,69,78,89,99,112,121,134"
EUW1_7344625442,2025-03-22T20:07:49.299000,Urgot,Malphite,212,174,7.594029850746268,2,89,72,False,"0,0,4,17,30,35,45,58,69,78,89,99,112,121,134","0,0,3,13,22,29,34,46,54,65,72,76,87,93,103"
EUW1_7344127327,2025-03-22T11:44:15.502000,Riven,Kayle,200,239,7.046388725778039,-1194,58,59,False,"0,0,3,13,17,26,34,41,46,52,58,66,73,89,98","0,0,0,8,19,21,31,36,41,51,59,64,72,84,95"
EUW1_7344127327,2025-03-22T11:44:15.502000,Kayle,Riven,239,200,8.420434527304757,1194,59,58,True,"0,0,0,8,19,21,31,36,41,51,59,64,72,84,95","0,0,3,13,17,26,34,41,46,52,58,66,73,89,98"
EUW1_7331458139,2025-03-09T17:34:18.990000,Fiora,Aatrox,179,134,8.124054462934946,3212,61,46,True,"0,0,1,10,13,24,33,44,52,55,61,74,84,96,102","0,0,2,5,12,12,18,27,29,38,46,56,62,73,81"
EUW1_7331458139,2025-03-09T17:34:18.990000,Aatrox,Fiora,134,179,6.081694402420575,-3212,46,61,False,"0,0,2,5,12,12,18,27,29,38,46,56,62,73,81","0,0,1,10,13,24,33,44,52,55,61,74,84,96,102"
EUW1_7330293945,2025-03-08T17:24:35.797000,Jax,Heimerdinger,209,188,6.404494382022472,3098,75,88,True,"0,0,1,10,15,24,27,40,50,65,75,85,92,100,107","0,0,5,16,25,32,44,55,67,77,88,96,100,105,113"
EUW1_7330293945,2025-03-08T17:24:35.797000,Heimerdinger,Jax,188,209,5.760980592441267,-3098,88,75,False,"0,0,5,16,25,32,44,55,67,77,88,96,100,105,113","0,0,1,10,15,24,27,40,50,65,75,85,92,100,107"
EUW1_7330199553,2025-03-08T15:53:26.629000,Nasus,Yone,212,213,7.1986417657045845,-298,72,78,False,"0,0,3,14,20,27,35,42,48,58,72,81,85,85,97","0,0,4,14,17,26,39,49,62,68,78,84,95,95,104"
EUW1_7330199553,2025-03-08T15:53:26.629000,Yone,Nasus,213,212,7.232597623089983,298,78,72,True,"0,0,4,14,17,26,39,49,62,68,78,84,95,95,104","0,0,3,14,20,27,35,42,48,58,72,81,85,85,97"
EUW1_7329999266,2025-03-08T12:19:56.222000,Varus,Mordekaiser,181,185,5.29497805948318,420,56,51,True,"0,0,3,11,15,27,33,36,37,46,56,62,75,85,96","0,0,3,7,11,17,24,32,35,44,51,54,60,69,77"
EUW1_7329999266,2025-03-08T12:19:56.222000,Mordekaiser,Varus,185,181,5.411994149195515,-420,51,56,False,"0,0,3,7,11,17,24,32,35,44,51,54,60,69,77","0,0,3,11,15,27,33,36,37,46,56,62,75,85,96"
EUW1_7329973864,2025-03-08T11:40:58.150000,Gangplank,Warwick,226,227,7.306034482758621,948,78,52,False,"0,0,4,16,23,30,34,51,60,72,78,90,94,97,113","0,0,0,8,20,20,31,33,37,41,52,60,65,76,78"
EUW1_7329973864,2025-03-08T11:40:58.150000,Warwick,Gangplank,227,226,7.338362068965517,-948,52,78,True,"0,0,0,8,20,20,31,33,37,41,52,60,65,76,78","0,0,4,16,23,30,34,51,60,72,78,90,94,97,113"
